alpha_t,alpha_r,SNR_STAR(dB),SNR_OMA(dB),SNR_STAR,SNR_OMA,C_STAR,C_OMA
0.7556762837425032,0.2443237162574968,4.861940383911133,4.9393486976623535,0.32644194861729925,0.3206750198057011,0.40756153777952225,0.2006377522193571
0.7993984185585701,0.2006015814414299,2.900110244750977,1.814684271812439,0.5128483652770376,0.6584632978937154,0.5972673916353449,0.3649235426826181
0.7953209252757178,0.2046790747242821,0.902950406074524,4.346185684204102,0.8122785023191987,0.36760501840555493,0.8578046789163313,0.2258258109204472
0.7250613344343103,0.2749386655656897,11.462544441223145,8.865202903747559,0.0714077840111927,0.12986128908092437,0.0995076827023458,0.08807283329430647
0.7690535123291417,0.2309464876708583,7.6072587966918945,8.649605751037598,0.17348986949442466,0.1364707017947728,0.23080538741435103,0.09228024598451359
0.7376123179493094,0.2623876820506906,6.072604179382324,3.2723388671875,0.24702424583165308,0.47072375263620664,0.3184895156896642,0.2782631446666676
0.7927282538241488,0.2072717461758512,4.8137288093566895,5.07546329498291,0.33008601076040667,0.3107804351908033,0.4115195414297189,0.1952130221886543
0.7553161014928289,0.2446838985071711,7.9647040367126465,9.00020694732666,0.1597826414127338,0.12588654236865462,0.2138544505779965,0.08553072587193923
0.7426493106714195,0.2573506893285805,11.47121238708496,12.86826515197754,0.07126540561075462,0.05166226999805261,0.09931595153817316,0.03633573652292283
0.7743603597404841,0.2256396402595158,0.9271169304847716,4.334964275360107,0.8077710921770338,0.3685560735462731,0.8542120090094019,0.2263272735698573
0.739045472960136,0.260954527039864,2.90644645690918,1.4867603778839111,0.5121006821110935,0.7101072753647749,0.5965542035447476,0.38704341424635536
0.7689935601692209,0.231006439830779,5.84530782699585,6.40540885925293,0.2602970326857826,0.2288016299979905,0.3337637948998763,0.14862601744964646
0.7383601769803414,0.2616398230196586,0.9983762502670288,3.768590927124024,0.7946252754322889,0.419895197317564,0.8436826352947557,0.2528922240586159
0.7847567686098386,0.2152432313901614,7.950811386108398,9.149730682373049,0.16029458866479532,0.12162614219324562,0.21449113953313823,0.0827959401643548
0.7269812168461673,0.2730187831538326,1.7695765495300293,1.35882830619812,0.6653380255419344,0.7313363659127907,0.7358150411265615,0.395943020148789
0.7372925680832585,0.2627074319167415,4.245205879211426,2.5008468627929688,0.3762525154288221,0.5622316808046361,0.46074520066039515,0.3218042113629445
0.7988392498150036,0.2011607501849963,5.496572971343994,6.092343330383301,0.2820607802018792,0.24590404173555638,0.35846465916200004,0.1585964788666296
0.7106078228364616,0.2893921771635384,3.1154611110687256,1.734435796737671,0.48803828115545467,0.6707434190652889,0.5734116415821888,0.3702450957646218
0.7362308130818864,0.2637691869181136,4.362091064453125,4.061634063720703,0.3662611827800166,0.3924972277538976,0.45023330433285996,0.23883722769299995
0.7703159793631509,0.2296840206368491,6.165465831756592,6.840301036834717,0.2417983966886982,0.20699978592402984,0.3124309741173542,0.1357127101067953
0.7555773395997943,0.2444226604002056,0.5682188272476196,5.107004642486572,0.8773605794195188,0.3085315178688966,0.9087057712023063,0.19397433709765047
0.7699175262810367,0.2300824737189633,0.9731770753860474,4.12551212310791,0.7992493513125313,0.3867664441727459,0.8473951382144667,0.23586241646727812
0.7741751131194429,0.2258248868805571,2.4760332107543945,0.755090057849884,0.5654532166170921,0.8404095796935005,0.6465803943513612,0.4400134355422577
0.738730132253963,0.261269867746037,2.325585126876831,0.1971956938505172,0.5853848618458835,0.9556094385309385,0.664833105902405,0.48380913674113524
0.7687055346395629,0.231294465360437,2.56972599029541,0.9369592666625975,0.553385022872154,0.8059425281714814,0.635415461240329,0.42637599080548133
0.7831401097178385,0.2168598902821614,1.2845134735107422,2.6836869716644287,0.7439584015661819,0.5390527957767742,0.8023656280908001,0.31102136141424325
0.7536906696902389,0.2463093303097611,3.5826351642608643,2.8601837158203125,0.43826469165474874,0.517584936541712,0.5243292072075111,0.3008886319137406
0.7261152505445558,0.2738847494554441,2.087006092071533,0.4770387709140777,0.6184425907053653,0.8959754765813135,0.6946061912661973,0.46147015193788216
0.7784608110819106,0.2215391889180894,1.9003698825836184,0.6820151209831238,0.6455992419015524,0.8546700550271249,0.7186130343515645,0.4455812774352756
0.7338334869343976,0.2661665130656023,2.477616310119629,0.5263165235519409,0.5652471339862877,0.8858666406740116,0.6463904596041108,0.4576138296181739
0.7404443408347734,0.2595556591652266,2.733433246612549,1.1326310634613037,0.5329134425960053,0.7704365781039759,0.6162762361597383,0.4120525816797998
0.7514804930838093,0.2485195069161907,6.022937774658203,6.543806076049805,0.24986545809704633,0.22162532853097144,0.3217728041810231,0.1444009398152566
0.7439376002393194,0.2560623997606805,4.219611644744873,1.3133693933486938,0.3784764273616697,0.7390316885279063,0.4630745967502101,0.3991421107919269
0.7942820274778231,0.2057179725221769,1.406175136566162,2.16536021232605,0.7234066326712623,0.6073848830857494,0.785263141333058,0.342357709508108
0.7923676606686689,0.207632339331331,11.13041877746582,12.781612396240234,0.07708291366816794,0.05270341542026857,0.10712931258744884,0.03704951715071115
0.7816016293756625,0.2183983706243375,0.9742175340652466,4.0549187660217285,0.7990578945122164,0.3931045977873756,0.8472416139277679,0.23915179158405395
0.7849116973674576,0.2150883026325424,2.888582229614258,1.7115627527236938,0.514211490426474,0.6742853511447271,0.5985667210968528,0.37177271483965635
0.7733479012189346,0.2266520987810654,1.1767370700836182,3.175354480743408,0.7626517883716494,0.48135396322357415,0.8177474985905817,0.2834582038286785
0.8198081824385413,0.1801918175614587,2.7040133476257324,1.5115978717803955,0.5365357505259793,0.7060577311843224,0.619681334458707,0.38533323337620046
0.7633745674062331,0.2366254325937669,7.320502281188965,8.267987251281738,0.18533172665045522,0.14900514858281008,0.245290867916444,0.10019263128889998
